gene_anno,DFB_A,DFB_B,Fe_A,Fe_B
scaffold_20717_c1_4_ExbD-family,6.09E-05,5.19E-05,0.000498689,0.000130053
scaffold_2073671_c1_1_PF01475-Iron_dependent_repressor-fur_family,0,0.000194821,0.000138719,0.000515511
scaffold_2076873_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000557194,0.000973583,0.001279791,0.001001265
scaffold_20786_c1_4_ExbB-family,0,0.000134198,0.000535096,0.000134563
scaffold_20786_c1_5_ExbB-family,0.000160968,0.000326989,0.000505565,0.000320072
scaffold_20798_c1_2_FbpB-FutB-family-iron-permease,0.000160136,5.11E-05,4.85E-05,7.83E-05
scaffold_20798_c1_3_FutA2-family-iron-binding-proteins,0.00042656,5.45E-05,4.85E-05,2.28E-05
scaffold_2090175_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000275487,0.000445564,0.000434138,0.000117573
scaffold_209352_c1_2_PF00210-Ferritin_like_domain,0.000189397,0.000217652,0.001015945,0.000626442
scaffold_2102860_c1_2_PF00210-Ferritin_like_domain,0.000108227,0.000110553,0.000118076,0.00030023
scaffold_2103896_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000134062,4.28E-05,0.000457068,0.000196677
scaffold_2105822_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000255686,0.001124536,0.001007335,0.000333429
scaffold_210873_c1_1_YfeA-family-iron-binding-proteins,3.23E-05,0.000137374,0.000283662,0.000172185
scaffold_21110_c1_1_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0,0.000259158,0.000153773,0.000288737
scaffold_2115031_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.00056339,0.000719376,0.000488934,0.000273232
scaffold_2121084_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.001253939,0.000320224,0.00027361,0.00013379
scaffold_2126377_c1_1_ExbB-family,2.22E-05,8.49E-05,0.000201593,9.46E-05
scaffold_2127755_c1_2_ExbB-family,0.000393127,0.000334648,0.00011914,0.000244678
scaffold_21307_c1_2_FutA1-family-iron-binding-proteins,0.0005332,0.000272331,0.000281166,0.000182048
scaffold_21307_c1_3_FbpB-FutB-family-iron-permease,2.78E-05,7.99E-05,0.000177001,0
scaffold_21307_c1_4_YfeB-family-membrane-proteins,5.66E-05,8.68E-05,0.000308984,0.000120869
scaffold_2135867_c1_2_PF04773_FecR,4.36E-05,0.000139019,0.000118783,0.000139398
scaffold_21382_c1_4_YfeA-family-iron-binding-proteins,0.000315232,0.000287507,0.000624377,0.000624628
scaffold_21382_c1_5_YfeB-family-membrane-proteins,0.000580722,0.000547303,0.000716537,0.000560594
scaffold_2138834_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000595621,0.000760531,0.000370514,0.000668948
scaffold_214576_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000171993,6.27E-05,0,0
scaffold_214717_c1_2_HatD-family-substrate-binding-protein,0.000181821,0.000116081,0.00018597,7.27E-05
scaffold_214970_c1_1_ExbB-family,0.000474316,0.000605641,0.000263532,0.000393613
scaffold_214970_c1_2_ExbD-family,0.000398149,6.78E-05,9.65E-05,0.000368166
scaffold_21525_c1_3_TonB-family,0.000190674,0.000156514,8.67E-05,0.000159846
scaffold_21525_c1_5_ExbB-family,8.91E-05,7.58E-05,0.000188922,6.33E-05
scaffold_2153689_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.001961755,0.001710669,0.000957037,0.001429437
scaffold_215617_c1_3_ExbB-family,7.85E-05,0.000133619,2.38E-05,9.77E-05
scaffold_21597_c1_2_ExbB-family,0.000348911,0.000267308,0.000324268,0.000281272
scaffold_216271_c1_1_PF00210-Ferritin_like_domain,0,0.000223771,0,0.018791808
scaffold_216271_c1_2_PF00210-Ferritin_like_domain,0,0.000207024,0,0.01621156
scaffold_21629_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.00020063,0.000160112,4.56E-05,0.000561917
scaffold_216725_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000765563,0.000305477,0.000804781,0.00076577
scaffold_216817_c1_1_ExbD-family,0.001776889,0.004959829,0.001596709,0.002645387
scaffold_216817_c1_2_ExbD-family,0.00365587,0.006108225,0.004773552,0.005519003
scaffold_216817_c1_3_ExbB-family,0.004314121,0.011924695,0.00572561,0.007759801
scaffold_2168822_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.00043479,0.000176645,0.00037733,0.000210864
scaffold_217874_c1_1_PF01475-Iron_dependent_repressor-fur_family,5.51E-05,0.000140704,0.000225418,0.000764223
scaffold_2183864_c1_1_PF00210-Ferritin_like_domain,0.000438123,0.000643341,0.001155153,0.001285509
scaffold_218544_c1_3_ExbB-family,0.000210104,0.000495279,0.000191021,0.000155196
scaffold_21878_c1_2_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0,0.000723622,0.00051524,5.04E-05
scaffold_2188803_c1_1_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.003978985,0.00457595,0.002563446,0.001771259
scaffold_219853_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000205061,0.000296749,2.49E-05,0.000160447
scaffold_2198838_c1_1_PF00210-Ferritin_like_domain,0.000841078,0.000694907,0.000787173,0.001398876
scaffold_2200_c1_2_PirA-family-siderophore-receptor,0.002622806,0.003590288,0.004227677,0.003922671
scaffold_2200_c1_4_HatD-family-substrate-binding-protein,0.000438266,0.000211744,0.000344613,0.000657182
scaffold_2200_c1_6_FpvE-family-permease,0.00016043,0.000109253,8.75E-05,0.000228229
scaffold_2200_c1_7_HmuV-family-ATP-binding-protein,0.000112757,0.000251959,0.000243474,9.02E-05
scaffold_2200_c1_8_HatD-family-substrate-binding-protein,0.000124535,7.95E-05,6.79E-05,0.000318896
scaffold_2200834_c1_1_PF04773_FecR,0.000222988,4.38E-05,0.000187139,0.000183014
scaffold_22033_c1_5_ExbD-family,0.000328716,0.000603359,0.000298859,0.000504168
scaffold_22033_c1_6_ExbD-family,1.94E-05,0.000720075,0.000636474,0.001182644
scaffold_22033_c1_7_ExbB-family,0.000315489,0.001653758,0.001328489,0.002568884
scaffold_2212720_c1_2_ExbB-family,0.000606071,0.000921279,0.000760934,0.000400307
scaffold_221616_c1_1_ExbB-family,0.000415591,0.001182922,0.001054812,0.001228635
scaffold_221616_c1_2_ExbB-family,0.000157129,0.000257958,0.000306123,0.0002395
scaffold_2220337_c1_1_PF04773_FecR,0.000206615,7.91E-05,0.000225418,4.41E-05
scaffold_2220891_c1_1_PF00210-Ferritin_like_domain,0,0,0.000217508,0.000204205
scaffold_2222009_c1_2_ExbB-family,7.32E-05,0.000373953,0.000377209,0.000208317
scaffold_2224038_c1_2_PF00210-Ferritin_like_domain,0.000191391,0.000342134,0.000313212,0.000530934
scaffold_223042_c1_3_PF04773_FecR,0.000293852,0.000164155,0.000133581,0.000176359
scaffold_2230637_c1_2_PF00210-Ferritin_like_domain,0.000328451,0.000509259,0.001130482,0.000901138
scaffold_2235079_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000502173,0.001171866,0.000850147,0.000739029
scaffold_22365_c1_2_ExbB-family,0.001762875,0.003008015,0.003442684,0.003854597
scaffold_22365_c1_3_ExbB-family,0.000228575,0.000451058,0.000434519,0.000798151
scaffold_22365_c1_4_ExbD-family,0.000318519,0.000135569,0.000530911,0.000254884
scaffold_22365_c1_5_TonB-family,0.000167367,0.000427412,0.000138332,0.000162339
scaffold_224060_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000111547,0.000541237,0.000101415,0
scaffold_2242_c1_4_FutA1-family-iron-binding-proteins,0.001325227,0.001245418,0.000877136,0.001029361
scaffold_2242_c1_5_FbpB-FutB-family-iron-permease,0.000148701,0.00030207,0.000190502,0.000353374
scaffold_2242_c1_6_YfeB-family-membrane-proteins,0.000204549,0.000377264,0.000361608,0.000545611
scaffold_2243193_c1_2_PF00210-Ferritin_like_domain,7.85E-05,6.68E-05,0.000285421,0.000390781
scaffold_224668_c1_2_FeoA-family-iron-transporter,4.66E-05,0,0.000127159,0.000945104
scaffold_224668_c1_3_FeoB-family-iron-transporter,0.000371907,0.000342967,0.000450835,0.000573167
scaffold_225_c1_36_PF01475-Iron_dependent_repressor-fur_family,9.15E-05,0.000292028,0.000166346,0.000146411
scaffold_2250628_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000568191,0.001197086,0.001291456,0.001273092
scaffold_2258217_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000231218,0.000322075,0.000267548,6.73E-05
scaffold_2264628_c1_2_YfeB-family-membrane-proteins,9.83E-05,0.000292817,5.96E-05,0.000314587
scaffold_2268463_c1_1_PF00210-Ferritin_like_domain,0.000132234,0.00030955,8.01E-05,0.000141087
scaffold_2271688_c1_2_PF00210-Ferritin_like_domain,0,0,9.51E-05,0.000251217
scaffold_22755_c1_2_PF01475-Iron_dependent_repressor-fur_family,0,3.69E-05,0.000104956,0.000400307
scaffold_227691_c1_1_YfeB-family-membrane-proteins,0.00018786,0.000359809,0.000280594,0.000157487
scaffold_227691_c1_2_YfeA-family-iron-binding-proteins,0.000264275,0.000850362,0.000490152,0.000654169
scaffold_22771_c1_3_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000642581,0.000279713,0.000597493,0.000218147
scaffold_227759_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000876868,0.000889132,0.000891013,0.001458402
scaffold_228578_c1_1_FbpB-FutB-family-iron-permease,0.000186116,9.14E-05,0.000136671,7.64E-05
scaffold_228578_c1_2_FutA1-family-iron-binding-proteins,0.001212141,0.0005047,0.000383319,0.000253037
scaffold_2292240_c1_1_PF00210-Ferritin_like_domain,0.000263509,0,0.000239574,5.62E-05
scaffold_2292524_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000224933,0.000933436,0.000204503,0.000879977
scaffold_2295718_c1_2_PF00210-Ferritin_like_domain,4.95E-05,9.48E-05,0.000179925,0.000184757
scaffold_229801_c1_3_PF00210-Ferritin_like_domain,0.001393175,0.001718603,0.001416911,0.001058155
scaffold_230344_c1_1_ExbB-family,0.000134682,0.000361141,0.000281633,0.00047421
scaffold_2303488_c1_1_PF00210-Ferritin_like_domain,0.000465124,0.001457763,0.000653537,0.000766957
scaffold_2304304_c1_1_PF04773_FecR,0.000209428,0.000121551,0.000415429,0.000142195
scaffold_23064_c1_5_TonB-family,0.000405781,7.97E-05,0.000326356,0.000233127
scaffold_23064_c1_6_ExbD-family,0.000265432,0.000338923,0.001085954,0.000849613
scaffold_23064_c1_7_ExbB-family,0.000184903,0.000314796,0.000653754,0.000548009
scaffold_23064_c1_8_ExbB-family,0.000551957,0.001368099,0.001682582,0.001489605
scaffold_231_c1_6_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.004200696,0.003482433,0.0026221,0.001923227
scaffold_231211_c1_1_PF04773_FecR,4.15E-05,0.000106045,7.01E-05,5.06E-05
scaffold_23230_c1_1_YfeB-family-membrane-proteins,0.000240823,0.00033825,0.000284633,0.001027788
scaffold_23230_c1_3_FbpC-family-ATPase,0.001724704,0.001260309,0.001615279,0.001496533
scaffold_232363_c1_2_FeoA-family-iron-transporter,0.000669868,0.00091643,0.000652525,0.00117418
scaffold_232363_c1_3_FeoB-family-iron-transporter,0.000442944,0.000419625,0.00038972,0.000365885
scaffold_232620_c1_2_PF04773_FecR,0.000171741,0.000266963,5.43E-05,6.37E-05
scaffold_23276_c1_5_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.00058652,0.001497821,0.00138644,0.001522757
scaffold_232934_c1_2_HatD-family-substrate-binding-protein,0.000112583,0.000172504,0.0001433,0.000120121
scaffold_233935_c1_2_ExbD-family,0.000271375,3.47E-05,0.000296071,0.000173727
scaffold_233935_c1_3_ExbB-family,0.000488931,0.000663321,0.000666782,0.000423855
scaffold_234255_c1_1_PF00210-Ferritin_like_domain,0,0.000127212,0.000249092,0
scaffold_2345139_c1_1_PF00210-Ferritin_like_domain,0.000353988,0.000821813,0,0.000171677
scaffold_2346544_c1_1_PF01325-Iron_dependent_repressor-dtxR_family_N,0.000250788,0.000736515,0.000205208,0.000615433
scaffold_234856_c1_4_ExbB-family,5.49E-05,1.75E-05,0,0.00013177
scaffold_2351_c1_5_ExbB-family,0.000994645,0.000883944,0.000513643,0.000483926
scaffold_2351_c1_6_ExbB-family,0.000309922,0.000474877,0.000356911,0.000220449
scaffold_2351_c1_7_ExbD-family,0.000242428,0.000515916,0.000465307,0.00011496
scaffold_2351_c1_8_TonB-family,0.000378044,0.000137918,0.000360073,0.000192074
scaffold_235112_c1_2_HatD-family-substrate-binding-protein,0.000229145,0.000368915,9.06E-05,7.44E-05
scaffold_2357_c1_4_PirA-family-siderophore-receptor,0.000145965,0.000243102,0.000248104,0.000203136
scaffold_2357_c1_5_PirA-family-siderophore-receptor,9.78E-05,9.99E-05,0.000159974,0.000458913
scaffold_2360_c1_9_PF01475-Iron_dependent_repressor-fur_family,0.000244055,0.000311627,0.000266265,0.00062495
scaffold_236266_c1_3_ExbB-family,0.000112136,0.000265913,0.000364111,0.000170921
scaffold_23633_c1_5_ExbB-family,0.000318187,0.000444978,0.000371939,0.000242494
scaffold_2367868_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000151518,0.000532038,0.00029273,0.000303117
scaffold_2368_c1_11_PchI-family-siderophore-synthesis,0.001271415,0.00114662,0.00098618,0.00097709
scaffold_2368_c1_6_PchH-family-siderophore-synthesis,0.000370079,0.001150538,0.001184939,0.001236075
scaffold_2368_c1_8_PvsE-family-siderophore-synthesis,0.001805317,0.003336989,0.001031699,0.001623505
scaffold_2371_c1_4_TonB-family,0.001194316,0.000887679,0.000145859,0.000266268
scaffold_2371_c1_5_ExbD-family,0.001381277,0.000791871,0.000794495,0.001052686
scaffold_2371_c1_6_ExbB-family,0.002168809,0.001769846,0.001601173,0.001444089
scaffold_237837_c1_4_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.001863896,0.002869945,0.001362323,0.001384286
scaffold_23818_c1_5_ExbB-family,4.80E-05,3.06E-05,8.72E-05,0.000153491
scaffold_2382031_c1_1_PF04773_FecR,0.000143307,4.57E-05,0.000228009,9.56E-05
scaffold_238334_c1_3_PF01475-Iron_dependent_repressor-fur_family,2.38E-05,0.000121392,0.000496999,0.000456459
scaffold_2390164_c1_2_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.000225709,0.000256179,0.00052442,0.000454885
scaffold_23904_c1_1_PF04773_FecR,0.000682314,0.000366311,0.00122658,0.000909998
scaffold_23961_c1_2_ExbB-family,0.000239073,9.64E-05,6.86E-05,0.000107402
scaffold_24_c1_28_ExbD-family,0,0.000161224,0.000482143,0.000242494
scaffold_24_c1_29_ExbB-family,0.000119227,0.000323505,0.000338742,0.000286222
scaffold_24005_c1_3_ExbB-family,0.000973127,0.002158127,0.001204042,0.001631588
scaffold_24005_c1_4_ExbB-family,0.000357336,0.001449336,0.000496874,0.001009223
scaffold_24005_c1_5_ExbD-family,0.000345062,0.001491261,0.00062744,0.001161138
scaffold_24005_c1_6_TonB-family,0.000472735,0.00123046,0.001024899,0.000756581
scaffold_240236_c1_4_PF00210-Ferritin_like_domain,0.001757198,0.015082752,0.013180128,0.015129009
scaffold_24027_c1_4_ExbB-family,0.000123269,0.000104932,7.47E-05,0.000241124
scaffold_24027_c1_5_ExbB-family,0.000102103,0.000170486,0.00021422,0.000561454
scaffold_24038_c1_1_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000625465,0.001300108,0.001005062,0.000931176
scaffold_24057_c1_2_ExbB-family,0.006960037,0.009875631,0.007785394,0.008786098
scaffold_24057_c1_3_ExbB-family,4.00E-05,0.00033166,9.08E-05,0.000191863
scaffold_24057_c1_4_ExbD-family,2.73E-05,0.000453851,0.000571736,0.00067096
scaffold_24057_c1_5_TonB-family,0.000251874,0.000120604,0.00025762,0.000134369
scaffold_2405901_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000555886,0.000325323,0.00056857,0.000790808
scaffold_2407270_c1_1_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,5.40E-05,0.000229864,0.00016367,0.000134452
scaffold_241538_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,6.88E-05,5.86E-05,0.00018773,0.000122394
scaffold_24173_c1_5_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000588754,0.000596988,0.000283382,0.000147806
scaffold_2418_c1_8_FbpB-FutB-family-iron-permease,0.000951272,0.000878684,0.000288289,0.00025914
scaffold_2418_c1_9_FutA2-family-iron-binding-proteins,0.000909106,0.000751113,0.000136135,0.000159761
scaffold_24240_c1_3_PF01475-Iron_dependent_repressor-fur_family,0.000193656,0.000109899,3.91E-05,0.000436202
scaffold_2424608_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000309483,0.00039517,0.000527573,0.000784235
scaffold_242496_c1_3_ExbB-family,4.87E-05,0.000207288,0.000324709,0.000190531
scaffold_24259_c1_2_PvuD-family-ATP-binding-protein,0.000152577,0.000129881,0.000208078,0.000149227
scaffold_24259_c1_3_HatD-family-substrate-binding-protein,0.000348539,0.000712063,0.000316881,0.000570209
scaffold_24259_c1_4_FpvE-family-permease,8.91E-05,0.000273132,3.24E-05,9.51E-05
scaffold_24304_c1_3_Sid_PvdS_regulator_Paeruginosa_PA2426_180620,0.000127037,0.000993533,0.000635238,0.000796311
scaffold_243366_c1_2_ExbD-family,0.000209794,0.000156263,0.000317897,0.000261147
scaffold_243366_c1_4_ExbB-family,0.000526324,0.000855334,0.000391515,0.000229731
scaffold_2436972_c1_2_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.000128951,0.000263446,7.03E-05,5.50E-05
scaffold_2446026_c1_1_PF00210-Ferritin_like_domain,0.000159259,6.78E-05,0.000337852,0.00065137
scaffold_2447385_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000240646,0.000580405,0.000267407,8.56E-05
scaffold_2448667_c1_1_PF00210-Ferritin_like_domain,0.000257902,0.000493962,0.000891013,0.000605375
scaffold_2449772_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000195807,0.000321455,7.63E-05,0.000208918
scaffold_24535_c1_4_FbpA-family-iron-binding-protein,0,0,0.000103907,3.33E-05
scaffold_24542_c1_3_PF04773_FecR,0.000115362,0.000147303,7.75E-05,0.000107032
scaffold_24557_c1_3_ExbB-family,6.56E-05,6.71E-05,0.000119355,0.000140069
scaffold_24565_c1_5_FbpA-family-iron-binding-protein,0.000139862,4.12E-05,0.000518416,0.000298454
scaffold_2472724_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000632422,0.000605641,0.000574979,0.000253037
scaffold_24775_c1_3_FpvD-family-siderophore-transport,7.74E-05,5.93E-05,0.000218064,7.43E-05
scaffold_24775_c1_5_PvdT-family-siderophore-export,0.000714581,0.001176018,0.00119829,0.000762426
scaffold_2480779_c1_1_PF00210-Ferritin_like_domain,0,0.000175217,0,0.000146411
scaffold_2481112_c1_1_PF01475-Iron_dependent_repressor-fur_family,0.000269365,0.000240761,0.000244898,0.00022992
scaffold_24836_c1_3_ExbB-family,0.000106954,0.000195094,6.95E-05,9.78E-05
scaffold_24910_c1_4_ExbD-family,0.000399376,0.000805187,0.001051081,0.001076504
scaffold_24910_c1_5_ExbD-family,0.000426143,0.000979434,0.001252712,0.001394339
scaffold_24910_c1_7_ExbB-family,0.001482939,0.002371018,0.002473733,0.002985597
scaffold_24920_c1_1_ExbB-family,0.000143166,0.000255927,0.000325406,0.000213853
scaffold_2492889_c1_1_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000312218,0.00032831,0.000384045,0.000627055
scaffold_251_c1_21_ExbB-family,0.004326782,0.006180742,0.004408169,0.004119718
scaffold_251_c1_22_ExbB-family,0.002768641,0.002981174,0.00340005,0.003946035
scaffold_251_c1_23_ExbD-family,0.002593626,0.002253339,0.00201771,0.002282295
scaffold_251_c1_24_TonB-family,0.002862334,0.003677817,0.002946053,0.003649412
scaffold_2510035_c1_2_ExbB-family,0.00060171,0.001102353,0.000856263,0.000893215
scaffold_251213_c1_1_YfeA-family-iron-binding-proteins,0.000380842,0.000345106,0.000368588,0.000340802
scaffold_251213_c1_2_YfeB-family-membrane-proteins,0.00026701,0.000162351,0.000184958,0.000108529
scaffold_251497_c1_1_EfeO-family-iron-uptake,0.000174948,3.19E-05,2.27E-05,6.67E-05
scaffold_251497_c1_2_FbpA-family-iron-binding-protein,0.000294845,0.00018824,4.47E-05,2.62E-05
scaffold_2515489_c1_1_PF02742-Iron_dependent_repressor-dtxR_family_metal_binding_domain,0.000276885,0.000235698,0.000385994,0.000748407
scaffold_25174_c1_5_ExbB-family,7.84E-06,0.00010007,5.70E-05,5.85E-05
scaffold_2517999_c1_1_PF00210-Ferritin_like_domain,0.014206547,0.101429618,0.029498185,0.033290754
scaffold_2518247_c1_1_YfeB-family-membrane-proteins,0.000313936,0.000567879,0.000618412,0.001060692
scaffold_2518247_c1_2_YfeA-family-iron-binding-proteins,0.000125394,0.000720503,0.000570022,0.000802738
scaffold_252870_c1_2_ExbB-family,0.000372099,0.000604702,0.000199905,0.000397013
scaffold_252870_c1_3_ExbD-family,0.000146433,0.000155814,0.000110944,0.000416634
scaffold_253_c1_13_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000315662,0.000257958,0.000528062,0.000484988
scaffold_2537685_c1_2_PF01475-Iron_dependent_repressor-fur_family,0.000279725,0.000321455,0.000356044,0.000537217
scaffold_254578_c1_1_PF00210-Ferritin_like_domain,0,0,0.000249519,0.000585645
scaffold_25474_c1_1_PF04773_FecR,0.000229738,0.000276583,0.00026258,0.000178587
scaffold_254884_c1_1_ExbB-family,0.000176668,0.000563957,0.000307858,0.000596908
scaffold_254884_c1_3_ExbD-family,2.26E-05,0.00023072,0.00012321,0.000120494
scaffold_2552751_c1_2_Sid_PchR_pyochelin_regulator_Pseudomonas_aeruginosa_PA4227_180623,0.000368245,0.000176326,0.000209249,0.000392901
